Date,Hour,Version,MCP,OR10S,OR10N,OR30R,RefHr
2019-01-22,18,23,53.04,17.04,17.04,17.04,15
2019-01-22,17,23,67.05,1.45,1.45,1.45,15
2019-01-22,16,23,35.16,0.29,0.29,0.29,15
2019-01-22,15,23,35.18,0.21,0.2,0.2,15
2019-01-22,24,22,33.38,0.2,0.2,0.2,14
2019-01-22,23,22,33.39,0.23,0.23,0.23,14
2019-01-22,22,22,36.1,0.45,0.45,0.45,14
2019-01-22,21,22,36.95,1.42,1.42,0.45,14
2019-01-22,20,22,39.96,4.74,4.74,4.74,14
2019-01-22,19,22,53.04,17.82,17.82,17.82,14
2019-01-22,18,22,72.59,37.36,37.36,37.35,14
2019-01-22,17,22,39.19,1.3,1.3,1.3,14
2019-01-22,16,22,36.21,0.29,0.29,0.29,14
2019-01-22,15,22,36.1,0.21,0.2,0.2,14
2019-01-22,14,22,36.21,0.23,0.2,0.2,14
2019-01-22,24,21,33.39,0.2,0.2,0.2,13
2019-01-22,23,21,34.6,0.23,0.23,0.23,13
2019-01-22,22,21,36.1,0.45,0.45,0.45,13
2019-01-22,21,21,36.95,1.42,1.42,0.45,13
2019-01-22,20,21,39.96,4.74,4.74,4.74,13
2019-01-22,19,21,53.04,17.82,17.82,17.82,13
2019-01-22,18,21,72.59,37.36,37.36,37.35,13
2019-01-22,17,21,37.7,1.3,1.3,1.3,13
2019-01-22,16,21,36.21,0.29,0.29,0.29,13
2019-01-22,15,21,36.95,0.21,0.2,0.2,13
2019-01-22,14,21,36.21,0.23,0.2,0.2,13
2019-01-22,13,21,36.21,0.29,0.29,0.29,13
2019-01-22,24,20,33.38,0.2,0.2,0.2,12
2019-01-22,23,20,33.39,0.23,0.23,0.23,12
2019-01-22,22,20,37.2,0.45,0.45,0.45,12
2019-01-22,21,20,43.86,1.42,1.42,1.42,12
2019-01-22,20,20,45.54,3.12,3.12,3.12,12
2019-01-22,19,20,53.04,10.63,10.63,10.63,12
2019-01-22,18,20,61.79,12.44,12.44,12.44,12
2019-01-22,17,20,49.72,1.26,1.26,1.26,12
2019-01-22,16,20,38.34,0.45,0.45,0.45,12
2019-01-22,15,20,42.62,0.21,0.21,0.21,12
2019-01-22,14,20,50.23,0.23,0.23,0.23,12
2019-01-22,13,20,36.2,0.29,0.29,0.29,12
2019-01-22,12,20,37.2,2.82,2.82,2.82,12
2019-01-22,24,19,33.38,0.2,0.2,0.2,11
2019-01-22,23,19,33.69,0.23,0.23,0.23,11
2019-01-22,22,19,36.1,0.45,0.45,0.45,11
2019-01-22,21,19,37.61,1.42,1.42,0.45,11
2019-01-22,20,19,39.04,6.22,6.22,6.22,11
2019-01-22,19,19,42.21,15.66,15.66,7.82,11
2019-01-22,18,19,41.28,12.44,12.44,6.89,11
2019-01-22,17,19,39.47,1.58,1.58,1.58,11
2019-01-22,16,19,36.21,0.45,0.45,0.45,11
2019-01-22,15,19,36.21,0.21,0.21,0.21,11
2019-01-22,14,19,37.2,0.23,0.23,0.23,11
2019-01-22,13,19,37.19,0.45,0.45,0.45,11
2019-01-22,12,19,37.7,3.31,3.31,3.31,11
2019-01-22,11,19,36.95,5.82,5.82,4.13,11
2019-01-22,24,18,33.38,0.2,0.2,0.2,10
2019-01-22,23,18,34.27,0.23,0.23,0.23,10
2019-01-22,22,18,36.1,0.45,0.45,0.45,10
2019-01-22,21,18,37.7,1.42,1.42,0.45,10
2019-01-22,20,18,42.21,5.99,5.99,5.99,10
2019-01-22,19,18,49.96,15.66,15.66,15.57,10
2019-01-22,18,18,46.83,12.44,12.44,12.44,10
2019-01-22,17,18,40.82,1.58,1.58,1.58,10
2019-01-22,16,18,36.95,0.45,0.45,0.45,10
2019-01-22,15,18,36.21,0.21,0.21,0.21,10
2019-01-22,14,18,36.21,0.23,0.23,0.23,10
2019-01-22,13,18,37.2,0.45,0.45,0.45,10
2019-01-22,12,18,37.7,3.31,3.31,3.31,10
2019-01-22,11,18,37.7,5.82,5.82,4.88,10
2019-01-22,10,18,53.15,23.15,23.15,18.76,10
2019-01-22,24,17,33.38,0.2,0.2,0.2,9
2019-01-22,23,17,33.69,0.23,0.23,0.23,9
2019-01-22,22,17,36.1,0.45,0.45,0.45,9
2019-01-22,21,17,37.61,1.42,1.42,0.45,9
2019-01-22,20,17,39.48,5.09,5.09,5.09,9
2019-01-22,19,17,48.5,15.66,15.66,15.66,9
2019-01-22,18,17,42.21,12.44,12.44,7.82,9
2019-01-22,17,17,40.82,1.58,1.58,1.58,9
2019-01-22,16,17,36.21,0.98,0.98,0.98,9
2019-01-22,15,17,36.21,0.24,0.24,0.24,9
2019-01-22,14,17,36.21,0.23,0.23,0.23,9
2019-01-22,13,17,37.2,0.45,0.45,0.45,9
2019-01-22,12,17,37.7,1.78,1.78,1.78,9
2019-01-22,11,17,38.64,5.82,5.82,5.82,9
2019-01-22,10,17,70,40,40,35.61,9
2019-01-22,9,17,100,54.92,54.92,54.92,9
2019-01-22,24,16,31.74,0.2,0.2,0.2,8
2019-01-22,23,16,33.39,0.2,0.2,0.2,8
2019-01-22,22,16,36.1,0.45,0.45,0.45,8
2019-01-22,21,16,37.2,1.42,1.42,1.06,8
2019-01-22,20,16,39.48,5.09,5.09,5.09,8
2019-01-22,19,16,43.66,9.45,9.45,9.45,8
2019-01-22,18,16,49.54,15.15,15.15,15.15,8
2019-01-22,17,16,37.7,3.31,3.31,3.31,8
2019-01-22,16,16,36.21,0.98,0.98,0.98,8
2019-01-22,15,16,36.95,0.24,0.2,0.2,8
2019-01-22,14,16,37.2,0.23,0.2,0.2,8
2019-01-22,13,16,37.75,0.24,0.24,0.24,8
2019-01-22,12,16,36.75,1.78,1.78,1.78,8
2019-01-22,11,16,37.7,4.86,4.86,4.86,8
2019-01-22,10,16,53.15,21.15,21.15,18.77,8
2019-01-22,9,16,96.44,54.92,54.92,54.03,8
2019-01-22,8,16,119,54.93,54.93,54.93,8
2019-01-22,24,15,33.37,0.2,0.2,0.2,7
2019-01-22,23,15,33.69,0.2,0.2,0.2,7
2019-01-22,22,15,36.2,0.45,0.45,0.45,7
2019-01-22,21,15,37.7,1.42,1.42,0.45,7
2019-01-22,20,15,42.21,4.42,4.42,4.42,7
2019-01-22,19,15,47.34,9.45,9.45,9.45,7
2019-01-22,18,15,53.04,15.15,15.15,15.15,7
2019-01-22,17,15,40.64,2.75,2.75,2.75,7
2019-01-22,16,15,37.19,0.98,0.98,0.98,7
2019-01-22,15,15,37.2,0.24,0.2,0.2,7
2019-01-22,14,15,37.7,0.23,0.2,0.2,7
2019-01-22,13,15,37.78,0.24,0.2,0.2,7
2019-01-22,12,15,37.2,1.78,1.78,1.78,7
2019-01-22,11,15,39.42,5.03,5.03,5.03,7
2019-01-22,10,15,55.54,21.15,21.15,21.15,7
2019-01-22,9,15,95,54.92,54.92,54.21,7
2019-01-22,8,15,155.2,75.1,75.1,75.1,7
2019-01-22,7,15,53.15,29.45,29.45,21.15,7
2019-01-22,24,14,31.74,0.2,0.2,0.2,6
2019-01-22,23,14,33.38,0.2,0.2,0.2,6
2019-01-22,22,14,35.14,0.45,0.45,0.45,6
2019-01-22,21,14,36.21,1.42,1.42,1.42,6
2019-01-22,20,14,37.61,4.11,4.11,0.45,6
2019-01-22,19,14,38.34,5.5,5.5,0.45,6
2019-01-22,18,14,39.31,6.49,6.49,0.45,6
2019-01-22,17,14,37.61,1.82,1.82,0.45,6
2019-01-22,16,14,36.21,0.98,0.98,0.98,6
2019-01-22,15,14,36.95,0.24,0.2,0.2,6
2019-01-22,14,14,37.2,0.23,0.2,0.2,6
2019-01-22,13,14,37.75,0.24,0.23,0.23,6
2019-01-22,12,14,36.95,1.78,1.78,1.78,6
2019-01-22,11,14,38.33,5.51,5.51,5.51,6
2019-01-22,10,14,46.67,12.44,12.44,12.28,6
2019-01-22,9,14,81.48,54.92,54.92,47.09,6
2019-01-22,8,14,95,54.93,54.93,54.2,6
2019-01-22,7,14,99.99,53.91,53.91,53.91,6
2019-01-22,6,14,36.21,0.23,0.23,0.23,6
2019-01-22,24,13,31.74,0.2,0.2,0.2,5
2019-01-22,23,13,33.38,0.2,0.2,0.2,5
2019-01-22,22,13,35.15,0.45,0.45,0.45,5
2019-01-22,21,13,37.2,1.42,1.42,1.06,5
2019-01-22,20,13,37.7,4.11,4.11,0.45,5
2019-01-22,19,13,39.63,5.5,5.5,0.45,5
2019-01-22,18,13,42.21,9.39,9.39,0.45,5
2019-01-22,17,13,38.34,1.82,1.82,0.45,5
2019-01-22,16,13,36.21,0.98,0.98,0.98,5
2019-01-22,15,13,37.2,0.24,0.2,0.2,5
2019-01-22,14,13,37.2,0.23,0.2,0.2,5
2019-01-22,13,13,37.77,0.24,0.2,0.2,5
2019-01-22,12,13,37.19,1.78,1.78,1.78,5
2019-01-22,11,13,38.33,5.51,5.51,5.51,5
2019-01-22,10,13,46.67,12.44,12.44,12.28,5
2019-01-22,9,13,86.56,54.92,54.92,52.17,5
2019-01-22,8,13,89.32,54.93,54.93,54.93,5
2019-01-22,7,13,80.17,45.78,45.78,45.78,5
2019-01-22,6,13,38.33,0.23,0.23,0.23,5
2019-01-22,5,13,36.21,0.2,0.2,0.2,5
2019-01-22,24,12,31.74,0.2,0.2,0.2,4
2019-01-22,23,12,33.37,0.2,0.2,0.2,4
2019-01-22,22,12,34.18,0.45,0.45,0.45,4
2019-01-22,21,12,36.21,1.42,1.42,1.42,4
2019-01-22,20,12,37.2,4.11,4.11,1.06,4
2019-01-22,19,12,38.16,5.5,5.5,0.45,4
2019-01-22,18,12,37.7,11.5,11.5,0.45,4
2019-01-22,17,12,37.2,1.82,1.82,1.06,4
2019-01-22,16,12,36.21,0.98,0.98,0.98,4
2019-01-22,15,12,36.21,0.24,0.2,0.2,4
2019-01-22,14,12,36.64,0.23,0.2,0.2,4
2019-01-22,13,12,36.95,0.24,0.21,0.21,4
2019-01-22,12,12,40.93,1.26,1.26,1.26,4
2019-01-22,11,12,42.21,7.82,7.82,7.82,4
2019-01-22,10,12,66.91,31.28,31.28,31.28,4
2019-01-22,9,12,80.17,54.92,54.92,45.78,4
2019-01-22,8,12,88.29,53.9,53.9,53.9,4
2019-01-22,7,12,80.17,45.78,45.78,45.78,4
2019-01-22,6,12,52.16,0.23,0.23,0.23,4
2019-01-22,5,12,36.21,0.2,0.2,0.2,4
2019-01-22,4,12,36.21,0.2,0.17,0.1,4
2019-01-22,24,11,31.74,0.2,0.2,0.2,3
2019-01-22,23,11,33.02,0.2,0.2,0.2,3
2019-01-22,22,11,34.18,0.45,0.45,0.45,3
2019-01-22,21,11,36.21,1.42,1.42,1.42,3
2019-01-22,20,11,36.95,4.11,4.11,1.43,3
2019-01-22,19,11,37.61,5.5,5.5,0.45,3
2019-01-22,18,11,37.7,11.5,11.5,0.45,3
2019-01-22,17,11,36.21,1.82,1.82,1.82,3
2019-01-22,16,11,36.21,0.98,0.98,0.98,3
2019-01-22,15,11,36.21,0.24,0.2,0.2,3
2019-01-22,14,11,36.21,0.23,0.2,0.2,3
2019-01-22,13,11,36.95,0.24,0.2,0.2,3
2019-01-22,12,11,40.93,1.26,1.26,1.26,3
2019-01-22,11,11,42.21,7.82,7.82,7.82,3
2019-01-22,10,11,72.13,31.28,31.28,31.28,3
2019-01-22,9,11,89.31,54.92,54.92,54.92,3
2019-01-22,8,11,100.17,53.9,53.9,53.9,3
2019-01-22,7,11,60.15,25.76,25.76,25.76,3
2019-01-22,6,11,42.21,0.2,0.2,0.2,3
2019-01-22,5,11,42.56,0.2,0.2,0.2,3
2019-01-22,4,11,36.21,0.2,0.17,0.1,3
2019-01-22,3,11,36.21,0.2,0.17,0.1,3
2019-01-22,24,10,31.74,0.2,0.2,0.2,2
2019-01-22,23,10,33,0.2,0.2,0.2,2
2019-01-22,22,10,34.17,0.45,0.45,0.45,2
2019-01-22,21,10,36.21,1.42,1.42,1.42,2
2019-01-22,20,10,36.95,4.11,4.11,1.44,2
2019-01-22,19,10,37.61,5.5,5.5,0.45,2
2019-01-22,18,10,37.7,11.5,11.5,0.45,2
2019-01-22,17,10,36.21,1.82,1.82,1.82,2
2019-01-22,16,10,36.1,0.98,0.98,0.98,2
2019-01-22,15,10,36.21,0.24,0.2,0.2,2
2019-01-22,14,10,36.21,0.23,0.2,0.2,2
2019-01-22,13,10,36.21,0.24,0.2,0.2,2
2019-01-22,12,10,41.92,1.26,1.26,1.26,2
2019-01-22,11,10,42.21,7.82,7.82,7.82,2
2019-01-22,10,10,66.13,25.28,25.28,25.28,2
2019-01-22,9,10,90.17,54.84,54.84,54.84,2
2019-01-22,8,10,100.17,53.9,53.9,53.9,2
2019-01-22,7,10,53.15,12.44,12.44,12.44,2
2019-01-22,6,10,41.62,0.2,0.2,0.2,2
2019-01-22,5,10,36.21,0.2,0.2,0.2,2
2019-01-22,4,10,36.21,0.2,0.17,0.1,2
2019-01-22,3,10,36.21,0.2,0.17,0.1,2
2019-01-22,2,10,36.21,0.2,0.2,0.1,2
2019-01-22,24,9,31.74,0.2,0.2,0.2,1
2019-01-22,23,9,33,0.2,0.2,0.2,1
2019-01-22,22,9,34.18,0.45,0.45,0.45,1
2019-01-22,21,9,36.21,1.42,1.42,1.42,1
2019-01-22,20,9,36.95,4.11,4.11,1.43,1
2019-01-22,19,9,37.61,5.5,5.5,0.45,1
2019-01-22,18,9,37.7,11.5,11.5,0.45,1
2019-01-22,17,9,36.21,1.82,1.82,1.82,1
2019-01-22,16,9,36.2,0.98,0.98,0.98,1
2019-01-22,15,9,36.21,0.24,0.2,0.2,1
2019-01-22,14,9,36.21,0.23,0.2,0.2,1
2019-01-22,13,9,36.95,0.24,0.2,0.2,1
2019-01-22,12,9,41.92,1.26,1.26,1.26,1
2019-01-22,11,9,42.21,7.82,7.82,7.82,1
2019-01-22,10,9,57.13,22.74,22.74,22.74,1
2019-01-22,9,9,86.56,44.15,44.15,44.15,1
2019-01-22,8,9,100.17,40.08,40.08,40.08,1
2019-01-22,7,9,49.01,12.44,12.44,12.44,1
2019-01-22,6,9,41.34,0.2,0.2,0.2,1
2019-01-22,5,9,37.2,0.2,0.2,0.2,1
2019-01-22,4,9,41.62,0.2,0.17,0.1,1
2019-01-22,3,9,36.95,0.2,0.17,0.1,1
2019-01-22,2,9,36.21,0.2,0.2,0.1,1
2019-01-22,1,9,36.95,0.2,0.2,0.2,1
2019-01-22,24,8,28.45,0.2,0.2,0.2,0
2019-01-22,23,8,32.66,0.2,0.2,0.2,0
2019-01-22,22,8,33.38,0.45,0.45,0.45,0
2019-01-22,21,8,36.1,1.42,1.42,1.42,0
2019-01-22,20,8,36.21,3.37,3.37,1.82,0
2019-01-22,19,8,36.5,5.5,5.5,2.11,0
2019-01-22,18,8,36.88,13.17,13.17,1.55,0
2019-01-22,17,8,36.1,1.71,1.71,1.71,0
2019-01-22,16,8,36.1,0.98,0.98,0.98,0
2019-01-22,15,8,36.21,0.24,0.2,0.2,0
2019-01-22,14,8,36.21,0.23,0.2,0.2,0
2019-01-22,13,8,36.21,0.24,0.23,0.23,0
2019-01-22,12,8,40.93,1.26,1.26,1.26,0
2019-01-22,11,8,40.92,1.26,1.26,1.26,0
2019-01-22,10,8,46.83,12.44,12.44,12.44,0
2019-01-22,9,8,86.56,44.15,44.15,44.15,0
2019-01-22,8,8,95,40.08,40.08,40.08,0
2019-01-22,7,8,43.01,1.59,1.59,1.59,0
2019-01-22,6,8,38.33,0.2,0.2,0.2,0
2019-01-22,5,8,36.95,0.2,0.2,0.2,0
2019-01-22,4,8,36.21,0.2,0.2,0.2,0
2019-01-22,3,8,36.21,0.2,0.2,0.2,0
2019-01-22,2,8,36.2,0.2,0.2,0.2,0
2019-01-22,1,8,36.21,0.2,0.2,0.2,0
2019-01-22,24,7,28.45,0.2,0.2,0.2,-1
2019-01-22,23,7,32.66,0.2,0.2,0.2,-1
2019-01-22,22,7,33.37,0.45,0.45,0.45,-1
2019-01-22,21,7,36.1,1.42,1.42,1.42,-1
2019-01-22,20,7,36.21,1.82,1.82,1.82,-1
2019-01-22,19,7,36.21,5.5,5.5,1.82,-1
2019-01-22,18,7,36.87,13.17,13.17,1.55,-1
2019-01-22,17,7,36.1,1.42,1.42,1.42,-1
2019-01-22,16,7,36.1,0.98,0.98,0.98,-1
2019-01-22,15,7,36.2,0.24,0.2,0.2,-1
2019-01-22,14,7,36.21,0.23,0.2,0.2,-1
2019-01-22,13,7,36.21,0.24,0.23,0.23,-1
2019-01-22,12,7,41.24,0.45,0.45,0.45,-1
2019-01-22,11,7,41.24,0.45,0.45,0.45,-1
2019-01-22,10,7,46.47,5.05,5.05,4.06,-1
2019-01-22,9,7,86.56,45.14,45.14,39.18,-1
2019-01-22,8,7,86.56,34.35,34.35,34.35,-1
2019-01-22,7,7,42.21,1.25,1.25,0.45,-1
2019-01-22,6,7,37.2,0.2,0.2,0.2,-1
2019-01-22,5,7,37.2,0.2,0.2,0.2,-1
2019-01-22,4,7,37.2,0.2,0.2,0.2,-1
2019-01-22,3,7,41.34,0.2,0.2,0.2,-1
2019-01-22,2,7,37.7,0.2,0.2,0.2,-1
2019-01-22,1,7,43.01,0.2,0.2,0.2,-1
2019-01-22,24,6,31.74,0.2,0.2,0.2,-2
2019-01-22,23,6,32.73,0.2,0.2,0.2,-2
2019-01-22,22,6,33.93,1,1,1,-2
2019-01-22,21,6,37.7,1.17,1.17,0.45,-2
2019-01-22,20,6,42.21,1.25,1.25,0.45,-2
2019-01-22,19,6,46.92,5.5,5.5,4.51,-2
2019-01-22,18,6,66.57,21.15,21.15,21.15,-2
2019-01-22,17,6,40.94,1.42,1.42,0.45,-2
2019-01-22,16,6,37.2,0.98,0.98,0.98,-2
2019-01-22,15,6,37.61,0.45,0.45,0.45,-2
2019-01-22,14,6,37.78,0.23,0.2,0.2,-2
2019-01-22,13,6,37.72,0.28,0.28,0.28,-2
2019-01-22,12,6,81.36,1.26,1.26,1.26,-2
2019-01-22,11,6,86.56,6.46,6.46,6.46,-2
2019-01-22,10,6,122.81,36.81,36.81,36.81,-2
2019-01-22,9,6,154.46,45.53,45.53,32.71,-2
2019-01-22,8,6,177.15,34.35,34.35,34.35,-2
2019-01-22,7,6,99.04,1.4,1.4,1.4,-2
2019-01-22,6,6,68.16,0.2,0.2,0.2,-2
2019-01-22,5,6,66.14,0.2,0.2,0.2,-2
2019-01-22,4,6,58.93,0.2,0.2,0.2,-2
2019-01-22,3,6,55.27,0.2,0.2,0.2,-2
2019-01-22,2,6,66.91,0.2,0.2,0.2,-2
2019-01-22,1,6,66.4,0.2,0.2,0.2,-2
2019-01-22,24,5,22.76,0.2,0.2,0.2,-3
2019-01-22,23,5,29.43,0.2,0.2,0.2,-3
2019-01-22,22,5,31.74,1,1,1,-3
2019-01-22,21,5,34.11,1.17,1.17,0.45,-3
2019-01-22,20,5,37.2,1.25,1.25,1.06,-3
2019-01-22,19,5,38.34,5.5,5.5,0.45,-3
2019-01-22,18,5,41.55,1.25,1.25,0.45,-3
2019-01-22,17,5,34.86,1.42,1.42,0.47,-3
2019-01-22,16,5,33.27,0.45,0.45,0.45,-3
2019-01-22,15,5,33.29,0.45,0.45,0.45,-3
2019-01-22,14,5,34.86,0.23,0.23,0.23,-3
2019-01-22,13,5,34.67,0.28,0.28,0.28,-3
2019-01-22,12,5,48.06,0.45,0.45,0.45,-3
2019-01-22,11,5,53.04,1.26,1.26,1.26,-3
2019-01-22,10,5,90.17,10.07,10.07,10.07,-3
2019-01-22,9,5,140.43,36.9,36.9,36.9,-3
2019-01-22,8,5,176.8,34.35,34.35,34.35,-3
2019-01-22,7,5,86.56,1.4,1.4,1.4,-3
2019-01-22,6,5,50.36,0.2,0.2,0.2,-3
2019-01-22,5,5,42.61,0.2,0.2,0.2,-3
2019-01-22,4,5,42.61,0.2,0.2,0.2,-3
2019-01-22,3,5,46.67,0.2,0.2,0.2,-3
2019-01-22,2,5,49.6,0.2,0.2,0.2,-3
2019-01-22,1,5,89.22,0.28,0.28,0.28,-3
2019-01-22,24,4,22.77,0.2,0.2,0.2,-4
2019-01-22,23,4,29.26,0.2,0.2,0.2,-4
2019-01-22,22,4,31.74,0.28,0.28,0.28,-4
2019-01-22,21,4,37.19,0.45,0.45,0.45,-4
2019-01-22,20,4,38.94,1.25,1.25,0.45,-4
2019-01-22,19,4,41.01,1.25,1.25,0.1,-4
2019-01-22,18,4,42.59,1.25,1.25,0.45,-4
2019-01-22,17,4,39.26,0.45,0.45,0.45,-4
2019-01-22,16,4,34.49,0.28,0.28,0.1,-4
2019-01-22,15,4,34.86,0.2,0.2,0.2,-4
2019-01-22,14,4,37.77,0.2,0.2,0.2,-4
2019-01-22,13,4,37.77,0.2,0.2,0.2,-4
2019-01-22,12,4,42.81,0.23,0.23,0.23,-4
2019-01-22,11,4,42.81,0.23,0.23,0.23,-4
2019-01-22,10,4,81.61,0.87,0.87,0.87,-4
2019-01-22,9,4,140,31.07,31.07,31.07,-4
2019-01-22,8,4,176.8,34.35,34.35,34.35,-4
2019-01-22,7,4,82.45,0.45,0.45,0.45,-4
2019-01-22,6,4,50.36,0.2,0.2,0.2,-4
2019-01-22,5,4,42.21,0.2,0.17,0.1,-4
2019-01-22,4,4,42.21,0.2,0.17,0.1,-4
2019-01-22,3,4,42.59,0.2,0.18,0.18,-4
2019-01-22,2,4,45.61,0.2,0.2,0.2,-4
2019-01-22,1,4,84,0.2,0.2,0.2,-4
2019-01-22,24,3,13.34,0.2,0.2,0.2,-5
2019-01-22,23,3,22.77,0.2,0.2,0.2,-5
2019-01-22,22,3,26.97,0.45,0.45,0.45,-5
2019-01-22,21,3,31.74,0.45,0.45,0.45,-5
2019-01-22,20,3,31.74,1.25,1.25,0.45,-5
2019-01-22,19,3,34.34,4.32,4.32,0.1,-5
2019-01-22,18,3,34.86,4.32,4.32,0.45,-5
2019-01-22,17,3,34.49,0.45,0.45,0.1,-5
2019-01-22,16,3,31.74,0.45,0.45,0.45,-5
2019-01-22,15,3,30.35,0.2,0.2,0.2,-5
2019-01-22,14,3,31.74,0.2,0.2,0.2,-5
2019-01-22,13,3,29.43,0.26,0.26,0.26,-5
2019-01-22,12,3,34.49,0.2,0.2,0.1,-5
2019-01-22,11,3,34.34,0.2,0.2,0.1,-5
2019-01-22,10,3,39.26,0.2,0.2,0.1,-5
2019-01-22,9,3,44.75,1.1,1.1,1.1,-5
2019-01-22,8,3,81.44,1.25,1.25,1.25,-5
2019-01-22,7,3,53.04,0.45,0.45,0.45,-5
2019-01-22,6,3,42.59,0.2,0.18,0.18,-5
2019-01-22,5,3,34.34,0.2,0.17,0.1,-5
2019-01-22,4,3,34.34,0.2,0.17,0.1,-5
2019-01-22,3,3,34.49,0.2,0.17,0.1,-5
2019-01-22,2,3,34.49,0.2,0.2,0.1,-5
2019-01-22,1,3,42.21,0.2,0.2,0.2,-5
2019-01-22,24,2,5.92,0.2,0.2,0.2,-6
2019-01-22,23,2,20.75,0.2,0.2,0.2,-6
2019-01-22,22,2,22.77,1.23,1.23,1.23,-6
2019-01-22,21,2,28.54,0.45,0.45,0.45,-6
2019-01-22,20,2,29.39,1.25,1.25,0.45,-6
2019-01-22,19,2,29.43,4.32,4.32,0.45,-6
2019-01-22,18,2,30.2,4.32,4.32,0.45,-6
2019-01-22,17,2,29.43,0.45,0.45,0.45,-6
2019-01-22,16,2,26.98,0.45,0.45,0.45,-6
2019-01-22,15,2,27.13,0.2,0.2,0.2,-6
2019-01-22,14,2,27.14,0.2,0.2,0.2,-6
2019-01-22,13,2,26.15,0.26,0.26,0.26,-6
2019-01-22,12,2,28.45,0.2,0.2,0.2,-6
2019-01-22,11,2,29.37,0.2,0.2,0.2,-6
2019-01-22,10,2,34.49,0.2,0.2,0.1,-6
2019-01-22,9,2,39.26,0.2,0.2,0.1,-6
2019-01-22,8,2,42.59,0.2,0.2,0.18,-6
2019-01-22,7,2,41.35,0.2,0.2,0.1,-6
2019-01-22,6,2,37.2,0.2,0.17,0.1,-6
2019-01-22,5,2,31.74,0.2,0.17,0.1,-6
2019-01-22,4,2,31.74,0.2,0.17,0.1,-6
2019-01-22,3,2,31.74,0.2,0.17,0.1,-6
2019-01-22,2,2,31.74,0.2,0.2,0.1,-6
2019-01-22,1,2,42.61,0.2,0.2,0.2,-6
2019-01-22,24,1,5.52,0.2,0.15,0.15,-7
2019-01-22,23,1,14.4,0.2,0.15,0.15,-7
2019-01-22,22,1,20.75,0.28,0.28,0.28,-7
2019-01-22,21,1,25.66,1.51,1.51,1.51,-7
2019-01-22,20,1,23.3,20.89,20.89,0.45,-7
2019-01-22,19,1,29.37,21.6,21.6,0.45,-7
2019-01-22,18,1,29.45,15.05,15.05,0.45,-7
2019-01-22,17,1,29.45,0.45,0.45,0.45,-7
2019-01-22,16,1,28.45,0.23,0.23,0.23,-7
2019-01-22,15,1,26.1,0.26,0.2,0.2,-7
2019-01-22,14,1,28.45,0.2,0.2,0.2,-7
2019-01-22,13,1,28.48,0.2,0.2,0.2,-7
2019-01-22,12,1,31.74,0.2,0.2,0.1,-7
2019-01-22,11,1,31.74,0.2,0.2,0.1,-7
2019-01-22,10,1,31.74,0.2,0.2,0.1,-7
2019-01-22,9,1,37.2,0.18,0.18,0.1,-7
2019-01-22,8,1,42.56,0.2,0.15,0.15,-7
2019-01-22,7,1,41.34,0.2,0.13,0.13,-7
2019-01-22,6,1,34.34,0.2,0.1,0.1,-7
2019-01-22,5,1,30,0.2,0.13,0.13,-7
2019-01-22,4,1,31.33,0.2,0.11,0.11,-7
2019-01-22,3,1,31.74,0.2,0.1,0.1,-7
2019-01-22,2,1,31.74,0.2,0.1,0.1,-7
2019-01-22,1,1,43.72,0.2,0.13,0.13,-7
2019-01-21,24,32,36.21,0.2,0.2,0.1,24
2019-01-21,24,31,36.21,0.2,0.2,0.1,23
2019-01-21,23,31,45,1.08,1.08,1.08,23
2019-01-21,24,30,36.21,0.2,0.2,0.2,22
2019-01-21,23,30,45,1.08,1.08,1.08,22
2019-01-21,22,30,70.87,45.66,45.66,33.88,22
2019-01-21,24,29,36.21,0.21,0.21,0.21,21
2019-01-21,23,29,48.31,1.08,1.08,1.08,21
2019-01-21,22,29,70.87,45.66,45.66,33.88,21
2019-01-21,21,29,84.65,59.44,59.44,39.75,21
2019-01-21,24,28,42.21,0.2,0.2,0.2,20
2019-01-21,23,28,64.99,0.28,0.28,0.28,20
2019-01-21,22,28,84.75,44.66,44.66,44.66,20
2019-01-21,21,28,90.76,65.55,65.55,41.86,20
2019-01-21,20,28,189.3,154.06,154.06,83.55,20
2019-01-21,24,27,42.11,0.2,0.2,0.2,19
2019-01-21,23,27,59.67,0.45,0.45,0.45,19
2019-01-21,22,27,84.75,44.66,44.66,44.66,19
2019-01-21,21,27,90.76,52.36,52.36,41.86,19
2019-01-21,20,27,175.45,140.21,140.21,89.45,19
2019-01-21,19,27,279,240.61,240.61,173.25,19
2019-01-21,24,26,45.04,0.2,0.2,0.2,18
2019-01-21,23,26,59.67,0.45,0.45,0.45,18
2019-01-21,22,26,76.37,36.28,36.28,36.28,18
2019-01-21,21,26,90.76,52.36,52.36,41.86,18
2019-01-21,20,26,164.95,129.71,129.71,65.37,18
2019-01-21,19,26,279,240.61,240.61,173.25,18
2019-01-21,18,26,230.17,204.96,204.96,145.47,18
2019-01-21,24,25,50.21,0.2,0.2,0.2,17
2019-01-21,23,25,59.67,0.45,0.45,0.45,17
2019-01-21,22,25,76.37,36.28,36.28,36.28,17
2019-01-21,21,25,90.76,52.36,52.36,41.86,17
2019-01-21,20,25,124.56,85.4,85.4,51.58,17
2019-01-21,19,25,230.17,190.08,190.08,124.42,17
2019-01-21,18,25,226,187.6,187.6,141.3,17
2019-01-21,17,25,110.65,58.13,58.13,58.13,17
